name,country,party,national_party,profile_url,mep_id,photo_url
Michael Gahler,Germany,Group of the European People's Party (Christian Democrats),Christian Democratic Union,https://www.europarl.europa.eu/meps/en/2341,2341.0,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Gahler%20MEP%202.jpg
Michael McNamara,Ireland,Renew Europe Group,Labour Party,https://www.europarl.europa.eu/meps/en/257300,257300.0,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20McNamara%20%28official%20portrait%29%202020%20%28cropped%29.jpg
Michael von der Schulenburg,Germany,,Sahra Wagenknecht Alliance,https://www.europarl.europa.eu/meps/en/256966,256966.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719232819839%2020240624%20VON%20DER%20SCHULENBURG%20Michael%20DE%20003.jpg
Michal Wiezik,Slovakia,Renew Europe Group,Progressive Slovakia,https://www.europarl.europa.eu/meps/en/197769,197769.0,http://commons.wikimedia.org/wiki/Special:FilePath/Michal%20Wiezik.jpg
Michalis Catzipantela,Cyprus,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Michalis%20Hatzipantelas.jpg
Michał Kobosko,Poland,Renew Europe Group,Poland 2050,https://www.europarl.europa.eu/meps/en/257037,257037.0,http://commons.wikimedia.org/wiki/Special:FilePath/OSCE%20Parliamentary%20Assembly%20comment%20by%20Micha%C5%82%20Kobosko%20%28MP%2C%20Poland%29%2C%20Meeting%20of%20the%20First%20Committee%2C%20Winter%20Meeting%2C%20Vienna%2C%2022%20February%202024%20%28cropped%29.jpg
Michał Szczerba,Poland,Group of the European People's Party (Christian Democrats),Solidarity Electoral Action,https://www.europarl.europa.eu/meps/en/257026,257026.0,http://commons.wikimedia.org/wiki/Special:FilePath/Micha%C5%82%20Szczerba%20Sejm%2005.JPG
Michał Wawrykiewicz,Poland,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/257045,257045.0,http://commons.wikimedia.org/wiki/Special:FilePath/2021%20Pol%E2%80%99and%E2%80%99Rock%20-%20Micha%C5%82%20Wawrykiewicz%20%2808%29.jpg
Michele Picaro,Italy,European Conservatives and Reformists Group,,https://www.europarl.europa.eu/meps/en/257150,257150.0,http://commons.wikimedia.org/wiki/Special:FilePath/Michele%20Picaro%20MEP%20%282024%29.jpg
Mihai Tudose,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party,https://www.europarl.europa.eu/meps/en/198183,198183.0,http://commons.wikimedia.org/wiki/Special:FilePath/Mihai%20Tudose%202018.jpg
Mika Aaltola,Finland,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/256810,256810.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798921005%2020240618%20AALTOLA%20Mika%20FI%20005.jpg
Milan Mazurek,Slovakia,Europe of Sovereign Nations Group,Republic,https://www.europarl.europa.eu/meps/en/249982,249982.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720604779368%2020240709%20MAZUREK%20Milan%20SK%20007.jpg
Milan Uhrík,Slovakia,Europe of Sovereign Nations Group,Republic,https://www.europarl.europa.eu/meps/en/197763,197763.0,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Milan%20Uhr%C3%ADk.jpg
Milan Zver,Slovenia,Group of the European People's Party (Christian Democrats),Slovenian Democratic Party,https://www.europarl.europa.eu/meps/en/96933,96933.0,http://commons.wikimedia.org/wiki/Special:FilePath/EPP%20Political%20Assembly%2C%204%20December%202017%20%2824961045208%29%20%28cropped%29.jpg
Mircea Hava,Romania,,National Liberal Party,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718799078557%2020240618%20HAVA%20Mircea%20Gheorghe%20RO%20005.jpg
Mireia Borrás Pabón,Spain,Patriots for Europe Group,Vox,https://www.europarl.europa.eu/meps/en/257024,257024.0,http://commons.wikimedia.org/wiki/Special:FilePath/20220630%20Pleno%20-%2052184291964%20%28cropped%29.jpg
Miriam Lexmann,Slovakia,Group of the European People's Party (Christian Democrats),Christian Democratic Movement,https://www.europarl.europa.eu/meps/en/204336,204336.0,http://commons.wikimedia.org/wiki/Special:FilePath/Miriam%20Lexmann%20-%202025%20%28cropped%29.jpg
Mirosława Nykiel,Poland,Group of the European People's Party (Christian Democrats),Civic Platform,https://www.europarl.europa.eu/meps/en/257049,257049.0,http://commons.wikimedia.org/wiki/Special:FilePath/Miros%C5%82awa%20Nykiel%20Kancelaria%20Senatu%202005.jpg
Mohammed Chahim,Kingdom of the Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Labour Party,https://www.europarl.europa.eu/meps/en/197782,197782.0,http://commons.wikimedia.org/wiki/Special:FilePath/Mohammed%20Chahim%20-%202020%20%2849639236341%29.jpg
Monika Beňová,Slovakia,,Direction – Social Democracy,https://www.europarl.europa.eu/meps/en/23868,23868.0,http://commons.wikimedia.org/wiki/Special:FilePath/Monika%20Benova.jpg
Monika Hohlmeier,Germany,Group of the European People's Party (Christian Democrats),Christian Social Union of Bavaria,https://www.europarl.europa.eu/meps/en/96780,96780.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719215928809%2020240620%20HOHLMEIER%20Monika%20DE%20003.jpg
Moritz Körner,Germany,Renew Europe Group,Free Democratic Party,https://www.europarl.europa.eu/meps/en/197445,197445.0,http://commons.wikimedia.org/wiki/Special:FilePath/MoritzKoernerMEP.jpg
Morten Løkkegaard,Kingdom of Denmark,Renew Europe Group,Venstre,https://www.europarl.europa.eu/meps/en/96709,96709.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719914541331%2020240702%20LOKKEGAARD%20Morten%20DK%20007.jpg
Mounir Satouri,France,Group of the Greens/European Free Alliance,The Ecologists – Europe Écologie Les Verts,https://www.europarl.europa.eu/meps/en/197500,197500.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721737240269%2020240723%20EP-171121A%20PB9%20053.jpg
Murielle Laurent,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://www.europarl.europa.eu/meps/en/256899,256899.0,
Mélanie Disdier,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/256874,256874.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719411467059%2020240626%20DISDIER%20Melanie%20FR%20006.jpg
Mélissa Camara,France,Group of the Greens/European Free Alliance,,https://www.europarl.europa.eu/meps/en/256915,256915.0,http://commons.wikimedia.org/wiki/Special:FilePath/Melissa%20Camara%202023.jpg
Mārtiņš Staķis,Latvia,Group of the Greens/European Free Alliance,The Progressives,https://www.europarl.europa.eu/meps/en/256916,256916.0,http://commons.wikimedia.org/wiki/Special:FilePath/13.Saeima%20san%C4%81k%20uz%20pirmo%20s%C4%93di%20%2830811926717%29%20cropped.jpg
Nacho Sánchez Amor,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Spanish Socialist Workers' Party,https://www.europarl.europa.eu/meps/en/197722,197722.0,http://commons.wikimedia.org/wiki/Special:FilePath/Ignacio%20S%C3%A1nchez%20Amor%20-%20April%202017b%20%28cropped%29.jpg
Nadine Morano,France,Group of the European People's Party (Christian Democrats),The Republicans,https://www.europarl.europa.eu/meps/en/72779,72779.0,http://commons.wikimedia.org/wiki/Special:FilePath/Nadine%20Morano%202012.JPG
Nathalie Loiseau,France,Renew Europe Group,Renaissance,https://www.europarl.europa.eu/meps/en/197494,197494.0,http://commons.wikimedia.org/wiki/Special:FilePath/Nathalie%20Loiseau%20sur%20un%20march%C3%A9%20durant%20la%20campagne%20des%20europ%C3%A9ennes%20%28cropped%29.jpg
Nela Riehl,Germany,Group of the Greens/European Free Alliance,Volt Europa,https://www.europarl.europa.eu/meps/en/256964,256964.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718611589054%2020240614%20RIEHL%20Nela%20DE%20007.jpg
Niclas Herbst,Germany,Group of the European People's Party (Christian Democrats),Christian Democratic Union,https://www.europarl.europa.eu/meps/en/197412,197412.0,http://commons.wikimedia.org/wiki/Special:FilePath/20A7152.jpg
Nicola Procaccini,Italy,European Conservatives and Reformists Group,The People of Freedom,https://www.europarl.europa.eu/meps/en/197820,197820.0,http://commons.wikimedia.org/wiki/Special:FilePath/Nicola-Procaccini-EP-2023.jpg
Nicola Zingaretti,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Democratic Party,https://www.europarl.europa.eu/meps/en/28419,28419.0,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Nicola%20Zingaretti.jpg
Nicolae Ștefănuță,Romania,Group of the Greens/European Free Alliance,independent politician,https://www.europarl.europa.eu/meps/en/58766,58766.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719832807239%2020240701%20STEFANUTA%20Nicolae%20Bogdanel%20RO%20013.jpg
Nicolas Bay,France,European Conservatives and Reformists Group,Identity–Freedoms,https://www.europarl.europa.eu/meps/en/124760,124760.0,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Nicolas%20Bay%2C%20avril%202022.jpg
Nicolás González Casares,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Spanish Socialist Workers' Party,https://www.europarl.europa.eu/meps/en/197718,197718.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720519249708%2020240709%20GONZALEZ%20CASARES%20Nicolas%20ES%20014.jpg
Nicolás Pascual de la Parte,Spain,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/257040,257040.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721739592732%2020240723%20EP-171125A%20AH1%20100.jpg
Niels Flemming Hansen,Kingdom of Denmark,Group of the European People's Party (Christian Democrats),Conservative People's Party,https://www.europarl.europa.eu/meps/en/257033,257033.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282770378%2020240612%20HANSEN%20Niels%20DK%20002.jpg
Niels Fuglsang,Kingdom of Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democrats,https://www.europarl.europa.eu/meps/en/101585,101585.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718705180333%2020240617%20FUGLSANG%20Niels%20DK%20004.jpg
Niels Geuking,Germany,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/251874,251874.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720776878756%2020240710%20GEUKING%20Niels%20DE.jpg
Nikola Bartůšek,Czech Republic,Patriots for Europe Group,Oath,https://www.europarl.europa.eu/meps/en/256852,256852.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719998876279%2020240703%20BARTUSEK%20Nikola%20CZ%20013.jpg
Nikola Minchev,Bulgaria,Renew Europe Group,We Continue the Change,https://www.europarl.europa.eu/meps/en/257259,257259.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718705209170%2020240617%20MINCHEV%20Nikola%20BG%20003.jpg
Nikolas Farantouris,Greece,,SYRIZA,https://www.europarl.europa.eu/meps/en/256823,256823.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718289189010%2020240612%20FARANTOURIS%20Nikolaos%20EL%2001.jpg
Nikolina Brnjac,Socialist Federal Republic of Yugoslavia,Group of the European People's Party (Christian Democrats),Croatian Democratic Union,https://www.europarl.europa.eu/meps/en/204129,204129.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719236856674%2020240611%20BRNJAC%20Nikolina%20HR%2006.jpg
Nikos Anadiotis,Greece,,Victory,,,http://commons.wikimedia.org/wiki/Special:FilePath/1719994675204%2020240703%20ANADIOTIS%20Nikolaos%20EL%20010%20MOBILE.jpg
Nikos Pappas,Greece,,Communist Party of Greece (Interior),https://www.europarl.europa.eu/meps/en/256952,256952.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718698478309%2020240617%20PAPPAS%20Nikolaos%20EL%20006.jpg
Nils Ušakovs,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Social Democratic Party ""Harmony""",https://www.europarl.europa.eu/meps/en/197810,197810.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721738921491%2020240723%20EP-171120A%20PB9%20179.jpg
Nina Carberry,Ireland,Group of the European People's Party (Christian Democrats),Fine Gael,https://www.europarl.europa.eu/meps/en/257296,257296.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718705059224%2020240617%20Carberry%20Nina%20IE%20003.jpg
Nora Junco,Spain,European Conservatives and Reformists Group,,https://www.europarl.europa.eu/meps/en/257022,257022.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720511531541%2020240709%20JUNCO%20GARCIA%20Nora%20ES%20011.jpg
Nora Mebarek,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialist Party,https://www.europarl.europa.eu/meps/en/204418,204418.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721728760089%2020240723%20EP-171133A%20J1%20399.jpg
Norbert Lins,Germany,Group of the European People's Party (Christian Democrats),Christian Democratic Union,https://www.europarl.europa.eu/meps/en/124808,124808.0,http://commons.wikimedia.org/wiki/Special:FilePath/Norbert%20Lins%20EP%201.jpg
Níkos Papandréou,Greece,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718289251061%2020240612%20PAPANDREOU%20Nikos%20EL%2004.jpg
Oihane Agirregoitia,Spain,Renew Europe Group,Basque Nationalist Party,https://www.europarl.europa.eu/meps/en/256987,256987.0,http://commons.wikimedia.org/wiki/Special:FilePath/Oihane%20Agirregoitia%202024.jpg
Oliver Schenk,Germany,Group of the European People's Party (Christian Democrats),Christian Democratic Union,https://www.europarl.europa.eu/meps/en/256979,256979.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282152062%2020240611%20SCHENK%20Oliver%20DE%20011.jpg
Olivier Chastel,Belgium,Renew Europe Group,Reformist Movement,https://www.europarl.europa.eu/meps/en/197463,197463.0,http://commons.wikimedia.org/wiki/Special:FilePath/Olivier%20chastel.jpg
Ondřej Dostál,Czech Republic,,Stačilo!,https://www.europarl.europa.eu/meps/en/256851,256851.0,http://commons.wikimedia.org/wiki/Special:FilePath/Ond%C5%99ej%20Dost%C3%A1l%2C%20Pir%C3%A1ti%202021a.jpg
Ondřej Knotek,Czech Republic,Patriots for Europe Group,ANO 2011,https://www.europarl.europa.eu/meps/en/197528,197528.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719236027058%2020190606%20KNOTEK%20Ondrej%20CZ%208.jpg
Ondřej Kolář,Czech Republic,Group of the European People's Party (Christian Democrats),TOP 09,https://www.europarl.europa.eu/meps/en/256846,256846.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798518780%2020240618%20KOLAR%20Ondrej%20CZ%20003.jpg
Ondřej Krutílek,Czech Republic,European Conservatives and Reformists Group,Civic Democratic Party,https://www.europarl.europa.eu/meps/en/256845,256845.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282852492%2020240612%20KRUTILEK%20Ondrej%20CZ%20003.jpg
Pablo Arias Echeverría,Spain,Group of the European People's Party (Christian Democrats),People's Party,https://www.europarl.europa.eu/meps/en/96808,96808.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718810538408%2020240619%20ARIAS%20ECHEVERRIA%20Pablo%20ES%20004.jpg
Paolo Borchia,Italy,Patriots for Europe Group,Lega Nord,https://www.europarl.europa.eu/meps/en/101039,101039.0,http://commons.wikimedia.org/wiki/Special:FilePath/1720519148529%2020240709%20BORCHIA%20Paolo%20IT%20005.jpg
Paolo Inselvini,Italy,European Conservatives and Reformists Group,,https://www.europarl.europa.eu/meps/en/257144,257144.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718895549712%2020240620%20INSELVINI%20Paolo%20IT%20019.jpg
Pascal Arimont,Belgium,Group of the European People's Party (Christian Democrats),Christlich Soziale Partei,https://www.europarl.europa.eu/meps/en/24922,24922.0,http://commons.wikimedia.org/wiki/Special:FilePath/Pascal%20Arimont.jpg
Pascal Canfin,France,Renew Europe Group,Renaissance,https://www.europarl.europa.eu/meps/en/96711,96711.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721813521340%2020240723%20EP-171139A%20AR2%20263.jpg
Pascale Piera,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/256877,256877.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719388746310%2020240626%20PIERA%20Pascale%20FR%20002.jpg
Pasquale Tridico,Italy,,,https://www.europarl.europa.eu/meps/en/257133,257133.0,http://commons.wikimedia.org/wiki/Special:FilePath/Professore%20Pasquale%20Tridico.jpg
Patryk Jaki,Poland,European Conservatives and Reformists Group,Sovereign Poland,https://www.europarl.europa.eu/meps/en/197516,197516.0,http://commons.wikimedia.org/wiki/Special:FilePath/Patryk%20Jaki%20November%202022.jpg
Paulius Saudargas,Lithuania,Group of the European People's Party (Christian Democrats),Homeland Union – Lithuanian Christian Democrats,https://www.europarl.europa.eu/meps/en/256809,256809.0,http://commons.wikimedia.org/wiki/Special:FilePath/Paulius%20Saudargas.jpeg
Paulo Cunha,Portugal,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/257078,257078.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718797445601%2020240618%20CUNHA%20Paulo%20PT%20006.jpg
Paulo do Nascimento Cabral,Portugal,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/257048,257048.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718281764388%2020240612%20DO%20NASCIMENTO%20CABRAL%20Paulo%20PT%20006.jpg
Pekka Toveri,Finland,Group of the European People's Party (Christian Democrats),National Coalition Party,https://www.europarl.europa.eu/meps/en/256804,256804.0,http://commons.wikimedia.org/wiki/Special:FilePath/Pekka%20Toveri.jpg
Per Clausen,Kingdom of Denmark,,Red–Green Alliance,https://www.europarl.europa.eu/meps/en/257023,257023.0,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Clausen%2C%202024%20%28cropped%29.jpg
Pernando Barrena,Spain,,Euskal Herria Bildu,https://www.europarl.europa.eu/meps/en/197684,197684.0,http://commons.wikimedia.org/wiki/Special:FilePath/Pernando%20Barrena%20%2848908204821%29.jpg
Peter Agius,Malta,Group of the European People's Party (Christian Democrats),,https://www.europarl.europa.eu/meps/en/113523,113523.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718281994824%2020240612%20AGIUS%20Peter%20MT%20007.jpg
Petr Bystron,Germany,Europe of Sovereign Nations Group,Alternative for Germany,https://www.europarl.europa.eu/meps/en/256928,256928.0,http://commons.wikimedia.org/wiki/Special:FilePath/2020-02-14%20Deutscher%20Bundestag%20IMG%203615%20by%20Stepro.jpg
Petra Steger,Austria,Patriots for Europe Group,Austrian Freedom Party,https://www.europarl.europa.eu/meps/en/220897,220897.0,http://commons.wikimedia.org/wiki/Special:FilePath/Rankweil-Vinomnasaal-EU-Wahl-Diskussion-Petra%20Steger-01ASD.jpg
Petras Auštrevičius,Lithuania,Renew Europe Group,Liberal Movement,https://www.europarl.europa.eu/meps/en/124766,124766.0,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D1%8F%D1%82%D1%80%D0%B0%D1%81%20%D0%90%D1%83%D1%88%D1%82%D1%80%D1%8F%D0%B2%D0%B8%D1%87%D1%8E%D1%81%20%2830321327191%29.jpg
Petras Gražulis,Lithuania,Europe of Sovereign Nations Group,Order and Justice,https://www.europarl.europa.eu/meps/en/256808,256808.0,http://commons.wikimedia.org/wiki/Special:FilePath/Petras%20Gra%C5%BEulis%201721738788097%2020240723%20EP-171120A%20PB9%20105%20%28cropped%29.jpg
Petŭr Volgin,Bulgaria,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718798517361%2020240618%20VOLGIN%20Petar%20BG%20006.jpg
Philippe Olivier,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/197687,197687.0,http://commons.wikimedia.org/wiki/Special:FilePath/NDA%2C%20Olivier%20et%20Mor%C3%A9%20%28cropped%29.jpg
